,0
7920,139865
7921,2655
7922,253100173824
7923,4127
7924,11023
7925,1451
7926,43620761600
7927,134473
7928,89477437120
7929,121393
7930,-95821919
7931,128100283409
7932,2866207958
7933,55
7934,26012090
7935,5
7936,8
7937,373
7938,
7939,25
7940,783
7941,6
7942,44273067884650
7943,77611438870
7944,9772060
7945,33540494675674022306381824
7946,9216
7947,58284
7948,4
7949,445
7950,340
7951,31346346634338
7952,1426
7953,727
7954,30701
7955,144013075958
7956,4140
7957,1111111111111111111111111111111111111
7958,1110832290554380967776058484990830657
7959,1
7960,152996945106872
7961,158888888888888889
7962,586786270194480467
7963,30325620
7964,1164825006247347513
7965,629900574718
7966,1
7967,5
7968,5506
7969,14741384488782
7970,1640370890687812937498
7971,5
7972,2322315553259520000
7973,223
7974,1600117
7975,9235369230
7976,240
7977,20240800222
7978,17729
7979,10296387
7980,958786992765737
7981,862301491174096979765760000
7982,47
7983,17717577747177
7984,142
7985,70
7986,4
7987,8
7988,288
7989,3738
7990,4084
7991,26208
7992,11
7993,51584
7994,97756266615
7995,145178629166001276793653488201070268121088
7996,95
7997,20
7998,57546
7999,312230512837780450368
8000,81402749386839761113322
8001,245426708
8002,73
8003,6
8004,1253
8005,9007199254740727
8006,1120149658761
8007,2
8008,720
8009,2971
8010,6270288
8011,6
8012,167
8013,388
8014,4
8015,185597252410577
8016,17755851945737789
8017,52387028291
8018,810
8019,143
8020,28695060
8021,231
8022,11
8023,14426
8024,36
8025,426
8026,73728
8027,62496
8028,236
8029,1587054299160
8030,11000011000
8031,122967353
8032,98
8033,2448855
8034,19599665578316398592
8035,33333333433333
8036,466503557360950708206
8037,1426108158616757
8038,1431
8039,-141214768239
8040,4406698
8041,143
8042,1306133
8043,1170495537221
8044,725757107671271505
8045,1
8046,1498740416067587909439
8047,344472103
8048,11125544430
8049,5
8050,1.3241030890523398e+19
8051,13
8052,70
8053,68
8054,6446
8055,8
8056,4
8057,8
8058,880628
8059,236
8060,43046721
8061,847288625068
8062,1406531
8063,110
8064,5821
8065,2119154966713452
8066,6
8067,133
8068,73
8069,571655159691687
8070,5
8071,95492317441878732465782043745326917
8072,1106827928513014993387
8073,390632
8074,9474416502527
8075,17
8076,455
8077,64
8078,3
8079,305
8080,819330
8081,11
8082,839
8083,72
8084,474
8085,6432533627536
8086,645
8087,675824289510077938157099920
8088,6
8089,2048
8090,858871301034
8091,227
8092,156
8093,1381242932694649174358646
8094,4026214090447622723
8095,47149574060250334
8096,14747
8097,-281474976710656
8098,5
8099,75267833765991336612465025866138211322891026878609911724838640
8100,5521
8101,613274669041
8102,58
8103,3000
8104,18
8105,2088353576410259118508
8106,2068260652366
8107,7585
8108,482602507408771603245
8109,7
8110,156068011008000
8111,52
8112,6486
8113,14508091716818350
8114,3504
8115,443
8116,604661760000000000
8117,1973
8118,4925
8119,125
8120,75
8121,14537565236641632
8122,774925721037986124275366676266697490065342673242708598
8123,481950
8124,78
8125,29
8126,23928416
8127,99045
8128,5
8129,3388148123941
8130,49152
8131,44601490397061246283080881278262737180295168
8132,2
8133,128
8134,33954251
8135,1230835712617872016215265
8136,52205852193
8137,30182600469
8138,2068131437357
8139,0
8140,56294136361779
8141,20310150708154564
8142,279936
8143,4344
8144,61
8145,137
8146,118844354630579049
8147,1443243712653720
8148,14
8149,9
8150,477275845583045903777792
8151,39088210
8152,-14026824
8153,919
8154,8
8155,663336665
8156,341
8157,930
8158,7541234323096
8159,99999999973937237107633586318949152704932864
8160,202039976682357297272094824
8161,16901141697896969645401
8162,333
8163,7
8164,130
8165,179892016853724
8166,1
8167,74499502
8168,557
8169,15690973311
8170,4294967296
8171,391
8172,115327485
8173,109845197218921
8174,
8175,15
8176,1
8177,3965
8178,2266
8179,519169620
8180,
8181,1376
8182,70778880000000
8183,1
8184,220
8185,-208832669083243520
8186,85845809
8187,1
8188,446
8189,4008
8190,5
8191,2
8192,16777216
8193,174997
8194,22349763995
8195,250
8196,9
8197,2027
8198,19665492846947222662426487812510253143105975896810108253861544756840664211725387840833332558
8199,28577680
8200,73123168801259519
8201,150
8202,16224
8203,5705406374249272
8204,52396151
8205,6906073926286725120
8206,6816631
8207,2168521319694336
8208,982976551394628990
8209,6076911214672415134617600000
8210,381916881456838766
8211,4365230915850336
8212,13
8213,8237
8214,1791187843433
8215,8627
8216,99767
8217,11133604
8218,-354309379544446000
8219,4
8220,2719
8221,2916
8222,142160
8223,5417
8224,12
8225,16289254212704277185152
8226,25
8227,179
8228,15464
8229,20181467277096214505
8230,188679711875
8231,34322
8232,-80584
8233,1
8234,7589419486961
8235,2
8236,267
8237,2
8238,2267151124921333646884864
8239,112951
8240,2
8241,-133034893921204302732328960
8242,363
8243,
8244,3
8245,2545013
8246,8372
8247,1360528840804200383
8248,2043
8249,1210677595048894480252928000
8250,14036
8251,71
8252,12000
8253,661
8254,4194304
8255,86
8256,344065155571
8257,19
8258,49701157
8259,784
8260,70
8261,4420
8262,27092843456412492
8263,461434483273403102749210672
8264,3922950583296
8265,403
8266,6
8267,-1897026741117419520
8268,
8269,8971239684850259
8270,661
8271,5834
8272,5477
8273,1876614101750511535732320
8274,2149988
8275,1436
8276,
8277,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
8278,1937939871911867309221
8279,2859635162
8280,19
8281,11011011100001011110100111000001000111
8282,311
8283,155603871
8284,28250206
8285,741
8286,162129586585337856
8287,3063731694658235867448
8288,98
8289,18441
8290,613
8291,8588186785
8292,8246495954814631272
8293,9282
8294,558545865884372695
8295,312321918272897610000
8296,4113309164116707723917886096960
8297,1600
8298,18690124534560
8299,3422
8300,147759635098
8301,1
8302,-48
8303,4061200
8304,16030
8305,19880486831
8306,3593501683668228
8307,68903
8308,
8309,8192
8310,78
8311,43
8312,221167392509842
8313,98876251043
8314,101484650447289635
8315,9.650511299100672e+18
8316,2
8317,1
8318,113
8319,40401
8320,4751978668
8321,69
8322,2371
8323,7490
8324,112
8325,8
8326,356796
8327,1725
8328,5734220368
8329,0
8330,1
8331,397
8332,534479888324932
8333,0
8334,44560482149
8335,-194454017807169
8336,7
8337,9888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889
8338,-17684215690454157561823950973
8339,2
8340,2237
8341,2979
8342,1229
8343,23
8344,219546952410733092279360
8345,989999
8346,3
8347,967
8348,218
8349,6
8350,345654829705408097
8351,4
8352,108
8353,3610490805
8354,7
8355,1304285
8356,907307689485637437
8357,1220703125
8358,1323
8359,13061
8360,2
8361,15
8362,2654209
8363,2
8364,394905492
8365,757791618667731139247631372100066
8366,125000
8367,417546684096
8368,257621677775546952
8369,77
8370,97777
8371,166
8372,16333896134258947381601579560883936584387873586708767
8373,77832868334
8374,55034868
8375,5
8376,2033941
8377,1747
8378,8303825768448
8379,3
8380,4200
8381,8
8382,5050
8383,50000000000000000
8384,102313463160906
8385,668631281
8386,252
8387,3057686768847576381964905048883200
8388,87
8389,38
8390,17381011919
8391,5845008
8392,5
8393,1
8394,500
8395,1
8396,1
8397,
8398,5786575206590910267083400178061771765781639734324927167565054640197289842752623499343753
8399,6820097006153642399
8400,1045856010
8401,17263489
8402,3054446745056957250
8403,32760460
8404,20689663294148800
8405,7198
8406,5
8407,148
8408,1885261615172756172119161342909753
8409,1754345199379977566208000000
8410,67
8411,6
8412,3063731695682345231544
8413,1596802663432503
8414,25
8415,6
8416,13464
8417,2304515271134124577
8418,17727091612
8419,-63965097809194514212791
8420,6521368218660772789452944
8421,53
8422,111510459865449832
8423,164
8424,6836872181
8425,360
8426,1511
8427,463
8428,575510260400583306243122436913233920
8429,632273980209340
8430,0
8431,138898967881687747
8432,2349035050215130
8433,1
8434,95953443568179120
8435,978
8436,94
8437,106710893290106710893289
8438,1537381
8439,1853476648287687712
8440,96805879272199949
8441,86785892
8442,453912096548803307
8443,118566
8444,1180677745929588
8445,504280659
8446,2779045440
8447,82000000041
8448,22890878459054
8449,3
8450,18424898644107427010977107148874723523180059431182608785043639266493441
8451,210
8452,62356902719
8453,1163
8454,254170332
8455,36004334288988830013849600000000
8456,12
8457,177889938129776740
8458,1223529951178258250171873770392800315927007484424019792314038900599526596342245441950466608853108106356422588162773879214824036
8459,
8460,804212830686677669
8461,-54
8462,6
8463,35
8464,736756458623041306372
8465,27262
8466,5624080488702325
8467,1047754
8468,950007203269
8469,152
8470,323257909929174534292273980721360271853391
8471,210002
8472,2035764282738312192
8473,14
8474,4621896758477880499809354705
8475,16
8476,52856689809723
8477,1409
8478,490
8479,248
8480,1
8481,525313
8482,37473
8483,434796
8484,17
8485,11450
8486,69
8487,1
8488,6018491701
8489,1874769879282
8490,7940
8491,5
8492,336865786047147
8493,9818171726308337
8494,215455
8495,4557
8496,2219805
8497,
8498,164
8499,4877
8500,49
8501,413678
8502,71
8503,7
8504,1725482812088
8505,21
8506,327
8507,326
8508,323
8509,52650
8510,1491377073810394581396929600
8511,564190391
8512,100128249
8513,9255630520211089605086
8514,7
8515,1805625000
8516,255042422247
8517,1512442643
8518,1012101
8519,54444686227467334771687
8520,192
8521,1.2709745319947141e+19
8522,3000
8523,10240
8524,29945326755
8525,508
8526,13440
8527,32645304184825666489
8528,15
8529,40441
8530,11279
8531,142731723758708496093750
8532,121418274109413
8533,70
8534,107726338149374056
8535,96
8536,159003
8537,3
8538,10665
8539,260363981732400
8540,94
8541,896774552
8542,71922158596935138096613542488243622890285377152
8543,214
8544,1
8545,11179298440465068878911
8546,30320035370
8547,1
8548,2810
8549,254
8550,70
8551,-86184783880
8552,15220939987877888
8553,9
8554,93
8555,0
8556,119
8557,19
8558,995874
8559,24171
8560,4580416
8561,28841837470421440080166974554235
8562,2800
8563,12788782787
8564,88370483688
8565,432
8566,772903901239459408
8567,21352
8568,13510
8569,73
8570,38957
8571,475
8572,246
8573,298
8574,1133022521762535
8575,1
8576,5008612500
8577,133
8578,19819770
8579,36629267989081
8580,
8581,4303027
8582,645465483199214927570182087868056845600
8583,
8584,28
8585,38
8586,-75169387957539018389183999
8587,2141
8588,651276560978
8589,8233
8590,118881
8591,1536
8592,1264457062012294015
8593,102204647503
8594,5021
8595,164
8596,193
8597,14
8598,527
8599,1
8600,100011100
8601,761166
8602,224481032349417472
8603,9
8604,93683777468646
8605,2012252829089454163026
8606,70864611
8607,344
8608,10
8609,5815906328368270
8610,386
8611,6
8612,420707233300201
8613,11907
8614,113895178720398409713058206857404800
8615,34
8616,111110000
8617,109
8618,2348575
8619,21
8620,6
8621,1
8622,1
8623,6999973732130650560
8624,895574493615900816704817147361
8625,76436817165460
8626,9302500000000
8627,-29956366297729125403700993
8628,24024
8629,63
8630,3531597876908273097022040806863
8631,54609984
8632,-61218248179429894157699148032
8633,166572523589
8634,33
8635,98459899570803393815965301
8636,6
8637,17385349086129304
8638,79985306860607376
8639,3
8640,419628657826253805
8641,6
8642,43795271957
8643,3
8644,41358246491
8645,2
8646,8
8647,42063950934061056000
8648,155
8649,7
8650,762
8651,31
8652,160161061
8653,17279999
8654,134826580792851780
8655,4
8656,241700345807807504332
8657,146
8658,1775245686845
8659,12432392
8660,246
8661,945945
8662,408
8663,1
8664,184
8665,2
8666,6
8667,158836581856928905
8668,8212186058546599006
8669,1679832
8670,8
8671,548183968
8672,26796
8673,23945249190331908165492143678605499565319109933299901
8674,546807873520742400
8675,1
8676,178139993911
8677,7
8678,222498988079
8679,3082948277725930
8680,373
8681,7
8682,452508152936326482
8683,1044
8684,176
8685,56
8686,89
8687,
8688,3364
8689,796012
8690,12
8691,0
8692,5
8693,29
8694,185599261804324
8695,120338685632742942
8696,212702540041
8697,21420
8698,8
8699,384885631
8700,2524292893556
8701,69
8702,706695723125809149019144715477884710572926078237246360174451424
8703,147
8704,1
8705,178878
8706,77297300902039
8707,40510931
8708,567627952695201383291867693446222
8709,3
8710,1
8711,4530
8712,4233
8713,1664005563066
8714,47233353057660065805026918400000000000
8715,3697
8716,1031
8717,134
8718,462049013032247252827284109
8719,281
8720,88683
8721,387
8722,2321484416437
8723,7625597484990
8724,12379
8725,3000
8726,5668
8727,440
8728,816262602
8729,510931
8730,2556
8731,-42
8732,85725343541364431
8733,9651674965
8734,34
8735,4
8736,201
8737,3743906242624487424
8738,1.111111111111111e+19
8739,2245822801
8740,201755613688828821
8741,6
8742,6234681600
8743,8569103770
8744,17
8745,499
8746,3594
8747,17
8748,805
8749,161
8750,
8751,238988952277727
8752,6
8753,120
8754,57831697
8755,627
8756,67271
8757,
8758,373669
8759,2856
8760,1248110
8761,5051
8762,6011
8763,1025
8764,436303604544116583704607
8765,0
8766,245807799210635120355337360
8767,4
8768,184660541
8769,4
8770,38433749994028
8771,-407509096583935700255
8772,364962773
8773,170628
8774,732
8775,6
8776,24171209
8777,1510335441937894173173702826484473600301
8778,285021997
8779,283411248751268531
8780,71051374
8781,906154762
8782,682
8783,9
8784,10395
8785,1397281501935165
8786,189
8787,6269617090376641
8788,101
8789,46428
8790,193
8791,150198136
8792,6781
8793,372973
8794,-10842136
8795,55101515400393595065761084565358564820821590000
8796,596
8797,74
8798,802123
8799,173
8800,1.7777777777777779e+19
8801,5708990770823839524233143877797980545530986496
8802,2952
8803,110000000000000000
8804,1
8805,4
8806,976447764170903902364
8807,1461
8808,136
8809,19583
8810,145935689366
8811,227
8812,21926752125201
8813,65650
8814,2939800653860874208317369
8815,1245831999401562363
8816,0
8817,177147
8818,7238
8819,76871042612
8820,781248
8821,1
8822,110011
8823,5
8824,10
8825,2
8826,32064977213018365645815827
8827,137
8828,13171
8829,670
8830,14629351150837605
8831,-1431655763
8832,119614464
8833,143101889288839872512
8834,1356005205
8835,8472886094430
8836,9
8837,3595
8838,564859072962
8839,475090227821752019816863814722432000
8840,8179
8841,349712
8842,199
8843,678654881020
8844,41776
8845,4265518180073472
8846,1
8847,2686881
8848,263778523564
8849,10
8850,105802560494387
8851,6
8852,21194132
8853,1
8854,2227981245
8855,6
8856,9309180001030233433374720
8857,74843
8858,669
8859,240059002292
8860,154837661
8861,444444444444444449
8862,93311
8863,3
8864,501663013214822053815
8865,836503868762
8866,1819536774089
8867,1914052488896530295354369845193677065142272
8868,421
8869,156888633418270720
8870,3030361658604
8871,4
8872,224595186974125331
8873,450
8874,1
8875,12236
8876,291
8877,61185
8878,6
8879,334936300894
8880,16
8881,523
8882,4
8883,503
8884,245725
8885,100000000000000000000000000
8886,14523213296398891966759
8887,95
8888,124248950086268
8889,281
8890,97
8891,260
8892,87960930222080
8893,249960
8894,1
8895,880517540867
8896,249
8897,818492263
8898,6310128
8899,143130478
8900,139
8901,124
8902,4
8903,4884
8904,
8905,1556221
8906,20747077497647444504550311672
8907,963110
8908,37711260990
8909,2
8910,1073741824
8911,29
8912,18795204355479776
8913,730
8914,3191
8915,176644468
8916,87947597
8917,136821537884
8918,2063
8919,29238
8920,9
8921,128433097567
8922,5383304681800421376000
8923,73
8924,809079884187716191997158821357206898310718837487307207657194711477350102495950972665
8925,14244006984657003076298588475598849
8926,3
8927,213414348556901300
8928,139820232
8929,3854047383798
8930,238
8931,2592
8932,223843593936
8933,28510
8934,1334
8935,1.5980133715657683e+19
8936,16
8937,282303
8938,2432902008176640000
8939,-594762006770251155
8940,-241973220007075840
8941,435001992880
8942,1017553
8943,6
8944,260
8945,109997306651263273
8946,152790313444845397
8947,5
8948,103876045792060
8949,2668300758
8950,115
8951,2721759594409941703146144
8952,80
8953,727800879295716577956574
8954,29208507
8955,805339129
8956,547
8957,2
8958,4620689394791469131629562883903627872698368000000000
8959,4266459267720049656562
8960,190
8961,1975
8962,28
8963,1936527748635116761
8964,6288082836025
8965,2432901982576640000
8966,29
8967,5386270686
8968,467
8969,32711022
8970,1366318
8971,4300870232198934255
8972,4424149221222769
8973,11648
8974,24571387
8975,16
8976,57896044618658097711785492504343953926805133516280751251460479307672448925697
8977,150
8978,8
8979,39
8980,10
8981,96221
8982,71
8983,67651771146368
8984,88759695789769644718332394832
8985,5343837921922909297592342
8986,3123735
8987,266616968388816645
8988,299776
8989,5
8990,2811
8991,12
8992,59926484677950059719491
8993,456592594401713997379344
8994,34936
8995,1
8996,10007
8997,2365714170297014
8998,131649159046
8999,69
9000,423145657921378
9001,2
9002,577775664177165642240000000
9003,1646
9004,2589980371199606611713600000000
9005,7079
9006,953480924215847114528412
9007,2179
9008,383
9009,4
9010,11243
9011,12241
9012,5000000000
9013,488860041249
9014,290867891728117751744917500
9015,40328876
9016,18528
9017,2
9018,60
9019,91177217
9020,30
9021,451520
9022,1861
9023,204130697543549986
9024,-82722417189670879232
9025,9
9026,0
9027,9330
9028,1171
9029,8477219785398
9030,110
9031,380
9032,149
9033,3
9034,2163
9035,170
9036,185
9037,171
9038,5
9039,9802
9040,2785
9041,7
9042,69696
9043,24652880
9044,16675003
9045,9597924977
9046,356418752632329264
9047,8589934590
9048,8
9049,2
9050,1592017750060187494896
9051,164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502
9052,63814675131897
9053,58478088289964410654020
9054,58
9055,11111111111111111111111111111111111111111111111111111111111111111
9056,4337
9057,16777216
9058,4
9059,24793271401695375
9060,1783
9061,11571
9062,-178638656
9063,6179267999635
9064,-4370
9065,4278094293847005
9066,8293491297187189536699650
9067,86
9068,60251303122686613
9069,36502877769482372316804
9070,456409483679643917229799018559460369930900420149904
9071,14025412751733092
9072,503
9073,1536
9074,1679616
9075,4
9076,19
9077,85142
9078,70227589169019724846
9079,14213
9080,27
9081,130481943378389095603359529403
9082,7
9083,525523151476403670651136
9084,539
9085,585927201062
9086,48
9087,442
9088,22996137423
9089,17
9090,2412699575781124816170722396128
9091,174867895438
9092,13
9093,252
9094,17556
9095,197317558974617657009890625
9096,13963
9097,2
9098,190424554847852203816
9099,9
9100,1543715
9101,38
9102,396
9103,-51221481393025808800704
9104,5
9105,11156683466653165551101
9106,-3605666448860960629195873
9107,65
9108,31597040041716690
9109,4341629868067826124129752698278
9110,483483128
9111,639576071
9112,3
9113,142738843374030488
9114,512
9115,150094704403896346
9116,2
9117,499999997
9118,2144142000
9119,2591385384
9120,156
9121,397508459931685273305
9122,5
9123,5
9124,7198489
9125,5418931042748331247016688462113387
9126,4447
9127,536856
9128,264056396484375000
9129,1398
9130,24626774613248937584
9131,192
9132,181836161638181
9133,2
9134,150
9135,65078551899506782
9136,83
9137,3
9138,63
9139,1
9140,4
9141,5600000
9142,7
9143,18367353072191
9144,119
9145,1258
9146,54900
9147,112
9148,5525473366510930028227481
9149,51523614927176684274
9150,1
9151,12070642055579
9152,2085
9153,6477445065
9154,-11083
9155,1255506947
9156,530698351
9157,672
9158,533
9159,1153152
9160,2710909781
9161,121645100408832000
9162,131
9163,2
9164,47
9165,18961
9166,629
9167,7737523988082396261
9168,4
9169,2292486335637500
9170,2408594166730577
9171,11317199281131071399311223587
9172,6
9173,617
9174,1620
9175,113
9176,9
9177,16129
9178,1741769316989023076352
9179,
9180,59078731187602024
9181,-425204036789
9182,141
9183,3
9184,945137666727
9185,-752
9186,1296
9187,2066496137418
9188,19683
9189,128
9190,3741090893585575
9191,952266920996706060
9192,11738
9193,633
9194,1672630
9195,2395291575734302273574146
9196,302154568669832438214889
9197,2082
9198,5560
9199,38
9200,210
9201,72900
9202,73881
9203,602
9204,2
9205,1062
9206,1094
9207,52
9208,10971573350181154
9209,2057
9210,642
9211,396580709395010561685287409609
9212,30981
9213,21313
9214,21316
9215,6115597639891380737
9216,6
9217,6607
9218,62079251390180
9219,172
9220,13903120046858488772927497260
9221,8153726976
9222,4
9223,17
9224,1
9225,191
9226,527
9227,3
9228,23
9229,129
9230,5405400
9231,5
9232,5760
9233,53
9234,205182113819686
9235,10088497788330117
9236,1000000001002002660
9237,429895798848743086730197
9238,1531185664112909314
9239,737455279792
9240,20910597120
9241,100
9242,914661608207850
9243,257303980884418
9244,13337
9245,7
9246,1
9247,111131968773953028264114836512440131291369683
9248,769725127
9249,615
9250,1119
9251,6126
9252,27
9253,3
9254,2104098963720
9255,86397178658197671895582656
9256,11959
9257,221
9258,348264537730423
9259,7
9260,58957686544170035607301
9261,2
9262,141
9263,30295319
9264,1093163086545
9265,7381974931
9266,2168348106292
9267,38651
9268,92562230432526123151485183549
9269,31
9270,1335
9271,-1746280663134874755499501790878094901668461626016352027280
9272,-59492414408303971
9273,174585377113223
9274,5
9275,163
9276,1
9277,58
9278,4408938790593232896000
9279,1379454720
9280,643
9281,1576642426385280
9282,275
9283,0
9284,
9285,157595248120066189368390
9286,278218429446951548637196391
9287,33
9288,139
9289,34406400000000000000
9290,71093860
9291,1010460953826963080371
9292,0
9293,27
9294,2
9295,24710992303
9296,126
9297,1637
9298,1880
9299,4548786
9300,1
9301,53327858858072239299138189326373798809103885
9302,10
9303,4
9304,40564819207303340877897838038559
9305,20806137393
9306,17779987852107633361760
9307,191
9308,2364
9309,3742596382979058395348
9310,386373
9311,2747104046529
9312,63245986
9313,93
9314,286074095527510693610891
9315,19377215893777651167043206536157529523359277782016064519251404524
9316,551
9317,1
9318,186
9319,-8589934592
9320,1178243348932339905711
9321,593966352738990
9322,-46
9323,19170731299728100000000
9324,1170908043876450435072
9325,13622689394337
9326,14
9327,7
9328,1368939
9329,1
9330,9
9331,116
9332,14964925167434231
9333,5
9334,28
9335,1
9336,28077687133233820020
9337,1437900059073162
9338,915304
9339,358862
9340,44163564651481078406730693648713489
9341,304
9342,481
9343,304399
9344,8
9345,7
9346,443
9347,16684466516559
9348,139333
9349,38327
9350,4
9351,11129
9352,3573
9353,7786871066006
9354,533
9355,5
9356,85
9357,656879133015097824
9358,1406
9359,2650102280875677625415
9360,1253477764
9361,5
9362,27000
9363,7
9364,100
9365,56423240969024815416
9366,-36734706144304
9367,67284371697225428990319
9368,4601
9369,120346
9370,3617
9371,1579582
9372,1241813393715548870981284545
9373,1
9374,617
9375,8
9376,64
9377,35695
9378,22743262423568258626295550
9379,122265756020847943
9380,1985347551
9381,14176516741276534
9382,65670100042046390089485
9383,280
9384,9227507
9385,13
9386,4339
9387,21243689
9388,5112955
9389,8545720220802
9390,752009
9391,157464
9392,213
9393,5137547
9394,-7488
9395,5805
9396,1431405317608062035603436602561550164804819376613495652537557566563513965206452741153347013992258358
9397,189437827654558885755438
9398,166320
9399,1022
9400,3136
9401,30000
9402,46
9403,153
9404,44306
9405,15
9406,26946836920089791747880319422619013022132207748812110372395151551
9407,8112792202324232
9408,709715336973843494
9409,15390
9410,3
9411,6
9412,1.1115833059268127e+19
9413,293515297707
9414,9633
9415,5201685791
9416,640900
9417,26854
9418,10
9419,3
9420,495
9421,139314094050615817
9422,2677554649095487584400
9423,3113112221232112111312211312113211
9424,70
9425,393963
9426,1
9427,4
9428,80864
9429,771
9430,6051
9431,8
9432,9227503
9433,3100376788241040
9434,8502
9435,183
9436,
9437,189
9438,3
9439,180
9440,752014125
9441,23040000000
9442,149
9443,106
9444,7115199919151
9445,992576762139
9446,199467008
9447,9755
9448,7830498
9449,259916332325245438667936
9450,536103
9451,4936419547564362889228206714104
9452,250822656
9453,28105726916034
9454,52494336
9455,6
9456,590
9457,18
9458,66532253
9459,17
9460,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111
9461,936
9462,-32581
9463,112492151127323385218857981551141835
9464,6
9465,210
9466,2963774124
9467,393
9468,3963077103
9469,1215
9470,460242445806795853
9471,544930757644765859
9472,17
9473,4
9474,4
9475,576613703011533457
9476,101
9477,920939113739591
9478,268435456
9479,10225537868285867355405173700779791589867289
9480,5
9481,187485674652
9482,927463
9483,1
9484,62140758790253
9485,2
9486,6722
9487,7830703259038738949472
9488,1081
9489,60903
9490,16
9491,1010033
9492,6118157
9493,1
9494,1637
9495,1871
9496,101
9497,38729
9498,36985439805161039680544
9499,974169
9500,6832014336
9501,4886
9502,99525811638120512862203505
9503,36
9504,654527617329
9505,94
9506,2884
9507,13256
9508,154108311046
9509,134
9510,1078
9511,650
9512,1
9513,105
9514,222
9515,517565824894996299344331
9516,31313481899920920568064578921684656674109265283366018689568994494028479
9517,135
9518,205469564882
9519,537730934397
9520,21
9521,1073741762
9522,549999999999999996
9523,1
9524,163
9525,69
9526,10000100
9527,2276122067209739706
9528,5
9529,316184
9530,1419858
9531,13104756
9532,106
9533,38959523483674573012992
9534,41666835052932
9535,62
9536,7832088
9537,160842946895004
9538,156
9539,1
9540,44
9541,21
9542,5372
9543,18405321661
9544,30
9545,4520189
9546,27733
9547,27205
9548,1619
9549,242132010466304405558972343
9550,24291387778773301588924456932322615789898321
9551,9857
9552,762808281322416881
9553,3385729099078381669910310
9554,4
9555,18
9556,3
9557,3
9558,7619020
9559,259571977939
9560,88749815264600
9561,117041
9562,
9563,26180522045526490
9564,2325905946434516516
9565,191943424957750480504146841291811
9566,1
9567,11000
9568,8971
9569,7881198
9570,59
9571,206231537770
9572,28136323479948516473366521258111350797954332320000
9573,1
9574,140
9575,208335
9576,1230123398597079731
9577,19578329367376510676884584
9578,35100
9579,8290014690133607000371667238201
9580,1413697437268
9581,2
9582,24584
9583,64
9584,131665775375554820
9585,250675639538425127676495
9586,30
9587,60
9588,28143378001
9589,0
9590,2
9591,1335
9592,782831380626
9593,117649
9594,2
9595,33493
9596,43895384100591144715
9597,701
9598,1030128276602880
9599,54893076742927423
9600,26425
9601,2410713609407184
9602,59484268377
9603,30624
9604,28
9605,359030330882352941176470
9606,1957431423375160962922
9607,7357901668028804
9608,1123347082323126985848870489739619316533660939418089557571160604297983533
9609,1484
9610,123580883
9611,36024
9612,3341113856
9613,10
9614,1414
9615,249
9616,1
9617,4492
9618,8
9619,2
9620,302231454904207049490433
9621,11111111111111111111111
9622,-25454412383565669030714950177
9623,73669894089
9624,16304
9625,33
9626,8
9627,1643883210801
9628,2
9629,117
9630,575124
9631,1493
9632,4506715738447325
9633,1952969742765476
9634,2
9635,3421374091098795513254497
9636,837
9637,6212746113
9638,1
9639,256723841092587388040485
9640,196856852524443536659406407297548
9641,375921
9642,9
9643,
9644,50
9645,5513869278068544799
9646,31597040041716690
9647,110
9648,19383671
9649,211
9650,5481
9651,4545405907875
9652,16067
9653,7371554880626674761515459977090358734130859375
9654,5123722227
9655,5500888421709400741
9656,207521990
9657,376002
9658,269
9659,25925
9660,5
9661,21735420
9662,493
9663,340
9664,110
9665,170352
9666,680623996143461
9667,482931051
9668,16106430235512371314453933
9669,62584675312
9670,249924479
9671,1283840409600
9672,1
9673,155
9674,3241011678961
9675,272
9676,64
9677,10
9678,178
9679,320016003248
9680,5048
9681,32
9682,207
9683,29482240157146090479193
9684,1200435786
9685,4999999999999999999999991
9686,6
9687,637327
9688,5
9689,784
9690,378007643734290
9691,20
9692,10167329095587
9693,14
9694,29681
9695,260124479
9696,7393882758084
9697,1024
9698,113
9699,8400
9700,53788306394034206449
9701,93096
9702,3
9703,34
9704,587
9705,31111111111111111111111111111111111111111111111111111
9706,2626418
9707,31471103940926430492910889
9708,368
9709,4327322
9710,58
9711,492527133804
9712,2825761
9713,1209903218593886396425592
9714,431620764875678503125
9715,239
9716,112
9717,50
9718,12345678910111213141516171819202122232425
9719,388
9720,691
9721,89329823
9722,21407365398250792
9723,72
9724,9179
9725,15471962269
9726,1046
9727,584578487982
9728,147
9729,19
9730,2707735521979615888972744877331
9731,1222494
9732,179
9733,19596955630177
9734,314
9735,1
9736,109999989
9737,1
9738,7144378940562638409529946721196600858719027199
9739,6277101735386680763835789423207666416102355444464034512896
9740,15206840
9741,13519
9742,3184128808387236581
9743,
9744,104687896833
9745,14414400
9746,3
9747,182
9748,-4010464443848609780
9749,7389459400177001953125
9750,1.139993010907749e+19
9751,1110
9752,2625
9753,4575
9754,753
9755,1124
9756,145674143950067833
9757,919636959090769920000
9758,80204967233062404407033075859456
9759,493402093
9760,4
9761,63
9762,640
9763,24201432355484595421941037243826176
9764,31628466
9765,46868723367
